,C1_em,C0_em,a_gamma_em,b_gamma_em,std_em,met_input
17952,1327816683.145,-3169629.050,1.929,41.214,100529.376,Rch_005
17953,1327816683.145,-3169629.050,1.929,41.215,100529.376,Rch_005
17954,1327816683.145,-3169629.050,1.929,41.220,100529.376,Rch_005
17955,1327816683.145,-3169629.050,1.929,41.220,107249.476,Rch_005
17956,1327816683.145,-3169629.050,1.929,41.216,107249.476,Rch_005
17957,1327816683.145,-3169629.050,1.929,41.217,107249.476,Rch_005
17958,1327816683.145,-3169629.050,1.929,41.217,102960.258,Rch_005
17959,1327816683.145,-3169629.050,1.929,41.220,102960.258,Rch_005
17960,1327816683.145,-3169629.050,1.929,41.221,102960.258,Rch_005
17961,1327816683.145,-3169629.050,1.929,41.223,102960.258,Rch_005
17962,1327816683.145,-3169629.050,1.929,41.223,102960.258,Rch_005
17963,1327816683.145,-3169629.050,1.929,41.224,102960.258,Rch_005
17964,1327816683.145,-3169629.050,1.929,41.222,102960.258,Rch_005
17965,1331373354.911,-3169629.050,1.929,41.222,102960.258,Rch_005
17966,1331373354.911,-3169629.050,1.939,41.222,102960.258,Rch_005
17967,1331373354.911,-3169629.050,1.939,41.224,102960.258,Rch_005
17968,1331373354.911,-3169629.050,1.924,41.224,102960.258,Rch_005
17969,1331373354.911,-3169629.050,1.924,41.220,102960.258,Rch_005
17970,1331373354.911,-3181996.756,1.924,41.220,102960.258,Rch_005
17971,1331373354.911,-3181996.756,1.924,41.224,102960.258,Rch_005
17972,1331373354.911,-3181996.756,1.924,41.224,108798.890,Rch_005
17973,1331373354.911,-3181996.756,1.924,41.228,108798.890,Rch_005
17974,1331373354.911,-3181996.756,1.929,41.228,108798.890,Rch_005
17975,1331373354.911,-3181996.756,1.929,41.231,108798.890,Rch_005
17976,1331373354.911,-3181996.756,1.929,41.233,108798.890,Rch_005
17977,1330883107.230,-3181996.756,1.929,41.233,108798.890,Rch_005
17978,1330883107.230,-3174771.966,1.929,41.233,108798.890,Rch_005
17979,1330883107.230,-3174771.966,1.929,41.237,108798.890,Rch_005
17980,1330883107.230,-3174771.966,1.933,41.237,108798.890,Rch_005
17981,1330883107.230,-3174771.966,1.933,41.242,108798.890,Rch_005
17982,1330883107.230,-3183185.351,1.933,41.242,108798.890,Rch_005
17983,1330883107.230,-3183185.351,1.933,41.244,108798.890,Rch_005
17984,1330883107.230,-3183185.351,1.933,41.244,93787.120,Rch_005
17985,1330883107.230,-3183185.351,1.933,41.239,93787.120,Rch_005
17986,1330883107.230,-3183185.351,1.933,41.239,107293.497,Rch_005
17987,1330883107.230,-3183185.351,1.933,41.244,107293.497,Rch_005
17988,1330883107.230,-3183185.351,1.933,41.240,107293.497,Rch_005
17989,1330883107.230,-3183185.351,1.933,41.244,107293.497,Rch_005
17990,1335487415.731,-3183185.351,1.933,41.244,107293.497,Rch_005
17991,1335487415.731,-3181395.911,1.933,41.244,107293.497,Rch_005
17992,1335487415.731,-3181395.911,1.933,41.239,107293.497,Rch_005
17993,1335487415.731,-3181395.911,1.933,41.239,97893.794,Rch_005
17994,1335487415.731,-3181395.911,1.933,41.244,97893.794,Rch_005
17995,1335487415.731,-3181395.911,1.933,41.245,97893.794,Rch_005
17996,1335487415.731,-3181395.911,1.942,41.245,97893.794,Rch_005
17997,1335487415.731,-3181395.911,1.942,41.246,97893.794,Rch_005
17998,1335487415.731,-3181395.911,1.942,41.246,100122.511,Rch_005
17999,1332154743.030,-3181395.911,1.942,41.246,100122.511,Rch_005
18000,1332154743.030,-3181395.911,1.914,41.246,100122.511,Rch_005
18001,1332154743.030,-3181395.911,1.914,41.246,103797.744,Rch_005
18002,1332154743.030,-3188528.243,1.914,41.246,103797.744,Rch_005
18003,1332154743.030,-3188528.243,1.914,41.244,103797.744,Rch_005
18004,1332154743.030,-3188528.243,1.917,41.244,103797.744,Rch_005
18005,1332154743.030,-3188528.243,1.917,41.246,103797.744,Rch_005
18006,1332154743.030,-3188528.243,1.922,41.246,103797.744,Rch_005
18007,1332154743.030,-3188528.243,1.922,41.249,103797.744,Rch_005
18008,1333239632.179,-3188528.243,1.922,41.249,103797.744,Rch_005
18009,1333239632.179,-3188528.243,1.922,41.251,103797.744,Rch_005
18010,1333239632.179,-3188528.243,1.930,41.251,103797.744,Rch_005
18011,1333239632.179,-3188528.243,1.930,41.252,103797.744,Rch_005
18012,1333239632.179,-3188528.243,1.930,41.256,103797.744,Rch_005
18013,1333239632.179,-3189305.566,1.930,41.256,103797.744,Rch_005
18014,1333239632.179,-3175014.655,1.930,41.256,103797.744,Rch_005
18015,1333239632.179,-3175014.655,1.930,41.260,103797.744,Rch_005
18016,1333239632.179,-3193825.294,1.930,41.260,103797.744,Rch_005
18017,1333239632.179,-3193825.294,1.930,41.263,103797.744,Rch_005
18018,1333239632.179,-3193825.294,1.913,41.263,103797.744,Rch_005
18019,1333239632.179,-3193825.294,1.913,41.266,103797.744,Rch_005
18020,1335341064.317,-3193825.294,1.913,41.266,103797.744,Rch_005
18021,1335341064.317,-3193825.294,1.913,41.267,103797.744,Rch_005
18022,1335341064.317,-3201444.347,1.913,41.267,103797.744,Rch_005
18023,1333097223.884,-3201444.347,1.913,41.267,103797.744,Rch_005
18024,1333097223.884,-3201444.347,1.913,41.263,103797.744,Rch_005
18025,1333097223.884,-3201444.347,1.913,41.262,103797.744,Rch_005
18026,1333097223.884,-3201444.347,1.913,41.260,103797.744,Rch_005
18027,1333097223.884,-3201444.347,1.913,41.258,103797.744,Rch_005
18028,1333097223.884,-3194397.470,1.913,41.258,103797.744,Rch_005
18029,1333097223.884,-3194397.470,1.913,41.258,102356.831,Rch_005
18030,1333097223.884,-3194397.470,1.920,41.258,102356.831,Rch_005
18031,1333097223.884,-3194397.470,1.932,41.258,102356.831,Rch_005
18032,1333097223.884,-3194397.470,1.932,41.260,102356.831,Rch_005
18033,1333097223.884,-3194397.470,1.940,41.260,102356.831,Rch_005
18034,1333097223.884,-3194397.470,1.918,41.260,102356.831,Rch_005
18035,1333097223.884,-3194397.470,1.918,41.263,102356.831,Rch_005
18036,1333097223.884,-3194397.470,1.918,41.266,102356.831,Rch_005
18037,1333097223.884,-3191634.876,1.918,41.266,102356.831,Rch_005
18038,1333097223.884,-3191634.876,1.913,41.266,102356.831,Rch_005
18039,1333097223.884,-3180774.199,1.913,41.266,102356.831,Rch_005
18040,1332467029.635,-3180774.199,1.913,41.266,102356.831,Rch_005
18041,1332467029.635,-3180774.199,1.913,41.266,102356.831,Rch_005
18042,1332467029.635,-3180774.199,1.913,41.267,102356.831,Rch_005
18043,1332467029.635,-3180774.199,1.928,41.267,102356.831,Rch_005
18044,1332467029.635,-3180774.199,1.928,41.264,102356.831,Rch_005
18045,1332467029.635,-3180774.199,1.928,41.264,98295.922,Rch_005
18046,1332467029.635,-3180774.199,1.928,41.268,98295.922,Rch_005
18047,1332467029.635,-3180774.199,1.928,41.268,103866.903,Rch_005
18048,1332467029.635,-3180774.199,1.936,41.268,103866.903,Rch_005
18049,1332467029.635,-3180774.199,1.936,41.268,103866.903,Rch_005
18050,1332467029.635,-3180774.199,1.923,41.268,103866.903,Rch_005
18051,1332467029.635,-3180774.199,1.923,41.264,103866.903,Rch_005
18052,1332467029.635,-3180774.199,1.923,41.267,103866.903,Rch_005
18053,1332467029.635,-3179356.977,1.923,41.267,103866.903,Rch_005
18054,1332467029.635,-3179356.977,1.923,41.271,103866.903,Rch_005
18055,1332467029.635,-3179356.977,1.932,41.271,103866.903,Rch_005
18056,1332467029.635,-3179356.977,1.932,41.274,103866.903,Rch_005
18057,1332467029.635,-3179356.977,1.932,41.274,103866.903,Rch_005
18058,1332467029.635,-3179356.977,1.931,41.274,103866.903,Rch_005
18059,1332467029.635,-3179356.977,1.931,41.274,99220.981,Rch_005
18060,1332467029.635,-3179356.977,1.931,41.276,99220.981,Rch_005
18061,1332467029.635,-3179356.977,1.931,41.276,99220.981,Rch_005
18062,1332467029.635,-3179356.977,1.931,41.276,100754.804,Rch_005
18063,1332467029.635,-3179356.977,1.931,41.274,100754.804,Rch_005
18064,1332467029.635,-3179356.977,1.931,41.273,100754.804,Rch_005
18065,1332467029.635,-3177071.837,1.931,41.273,100754.804,Rch_005
18066,1332467029.635,-3177071.837,1.931,41.270,100754.804,Rch_005
18067,1333256275.842,-3177071.837,1.931,41.270,100754.804,Rch_005
18068,1333256275.842,-3176305.886,1.931,41.270,100754.804,Rch_005
18069,1333256275.842,-3176305.886,1.931,41.270,97439.121,Rch_005
18070,1333256275.842,-3176305.886,1.931,41.270,113656.716,Rch_005
18071,1333256275.842,-3176305.886,1.924,41.270,113656.716,Rch_005
18072,1333256275.842,-3178314.010,1.924,41.270,113656.716,Rch_005
18073,1333256275.842,-3178314.010,1.924,41.271,113656.716,Rch_005
18074,1333256275.842,-3178314.010,1.924,41.267,113656.716,Rch_005
18075,1333256275.842,-3178314.010,1.939,41.267,113656.716,Rch_005
18076,1333166529.888,-3178314.010,1.939,41.267,113656.716,Rch_005
18077,1333166529.888,-3178314.010,1.936,41.267,113656.716,Rch_005
18078,1333166529.888,-3178314.010,1.936,41.267,113656.716,Rch_005
18079,1333166529.888,-3178314.010,1.916,41.267,113656.716,Rch_005
18080,1329848337.172,-3178314.010,1.916,41.267,113656.716,Rch_005
18081,1329848337.172,-3178314.010,1.916,41.263,113656.716,Rch_005
18082,1329848337.172,-3178314.010,1.919,41.263,113656.716,Rch_005
18083,1329848337.172,-3178314.010,1.914,41.263,113656.716,Rch_005
18084,1329848337.172,-3169609.223,1.914,41.263,113656.716,Rch_005
18085,1329848337.172,-3169609.223,1.915,41.263,113656.716,Rch_005
18086,1329860049.093,-3169609.223,1.915,41.263,113656.716,Rch_005
18087,1329860049.093,-3169609.223,1.915,41.263,119335.770,Rch_005
18088,1329860049.093,-3169609.223,1.905,41.263,119335.770,Rch_005
18089,1329860049.093,-3169609.223,1.905,41.264,119335.770,Rch_005
18090,1329860049.093,-3169609.223,1.905,41.263,119335.770,Rch_005
18091,1324535169.985,-3169609.223,1.905,41.263,119335.770,Rch_005
18092,1324535169.985,-3169609.223,1.908,41.263,119335.770,Rch_005
18093,1324535169.985,-3169609.223,1.908,41.265,119335.770,Rch_005
18094,1324535169.985,-3169609.223,1.931,41.265,119335.770,Rch_005
18095,1324535169.985,-3169609.223,1.931,41.260,119335.770,Rch_005
18096,1328550253.324,-3169609.223,1.931,41.260,119335.770,Rch_005
18097,1328550253.324,-3169609.223,1.931,41.261,119335.770,Rch_005
18098,1328550253.324,-3169609.223,1.931,41.256,119335.770,Rch_005
18099,1328550253.324,-3169609.223,1.918,41.256,119335.770,Rch_005
18100,1328550253.324,-3169609.223,1.918,41.256,96591.090,Rch_005
18101,1328550253.324,-3169609.223,1.918,41.256,109890.689,Rch_005
18102,1328550253.324,-3169609.223,1.918,41.256,99335.208,Rch_005
18103,1328550253.324,-3174402.098,1.918,41.256,99335.208,Rch_005
18104,1328550253.324,-3174402.098,1.918,41.256,99768.969,Rch_005
18105,1329107318.030,-3174402.098,1.918,41.256,99768.969,Rch_005
18106,1329107318.030,-3174402.098,1.928,41.256,99768.969,Rch_005
18107,1329107318.030,-3174402.098,1.928,41.252,99768.969,Rch_005
18108,1329107318.030,-3174402.098,1.927,41.252,99768.969,Rch_005
18109,1329107318.030,-3174402.098,1.926,41.252,99768.969,Rch_005
18110,1329107318.030,-3174402.098,1.926,41.252,99462.970,Rch_005
18111,1329107318.030,-3174402.098,1.926,41.252,99462.970,Rch_005
18112,1330883910.663,-3174402.098,1.926,41.252,99462.970,Rch_005
18113,1330883910.663,-3174402.098,1.926,41.247,99462.970,Rch_005
18114,1330883910.663,-3176216.186,1.926,41.247,99462.970,Rch_005
18115,1330883910.663,-3176216.186,1.926,41.251,99462.970,Rch_005
18116,1330883910.663,-3176216.186,1.926,41.251,100960.359,Rch_005
18117,1330883910.663,-3176216.186,1.926,41.250,100960.359,Rch_005
18118,1333984736.303,-3176216.186,1.926,41.250,100960.359,Rch_005
18119,1333984736.303,-3176216.186,1.926,41.245,100960.359,Rch_005
18120,1331246215.010,-3176216.186,1.926,41.245,100960.359,Rch_005
18121,1331246215.010,-3176216.186,1.926,41.248,100960.359,Rch_005
18122,1331246215.010,-3176216.186,1.926,41.252,100960.359,Rch_005
18123,1331246215.010,-3176216.186,1.926,41.252,110661.968,Rch_005
18124,1331246215.010,-3176216.186,1.926,41.255,110661.968,Rch_005
18125,1331246215.010,-3176216.186,1.926,41.256,110661.968,Rch_005
18126,1333271414.889,-3176216.186,1.926,41.256,110661.968,Rch_005
18127,1330875508.995,-3176216.186,1.926,41.256,110661.968,Rch_005
18128,1330875508.995,-3176216.186,1.926,41.257,110661.968,Rch_005
18129,1336114059.972,-3176216.186,1.926,41.257,110661.968,Rch_005
18130,1336114059.972,-3176216.186,1.926,41.255,110661.968,Rch_005
18131,1336114059.972,-3199665.205,1.926,41.255,110661.968,Rch_005
18132,1336114059.972,-3199665.205,1.926,41.255,109487.640,Rch_005
18133,1336114059.972,-3199665.205,1.931,41.255,109487.640,Rch_005
18134,1336114059.972,-3185951.292,1.931,41.255,109487.640,Rch_005
18135,1336114059.972,-3185951.292,1.940,41.255,109487.640,Rch_005
18136,1336114059.972,-3185951.292,1.940,41.254,109487.640,Rch_005
18137,1336114059.972,-3185951.292,1.940,41.258,109487.640,Rch_005
18138,1336114059.972,-3185951.292,1.940,41.258,105614.112,Rch_005
18139,1336114059.972,-3185951.292,1.940,41.254,105614.112,Rch_005
18140,1336114059.972,-3185951.292,1.922,41.254,105614.112,Rch_005
18141,1336114059.972,-3185951.292,1.921,41.254,105614.112,Rch_005
18142,1328613278.649,-3185951.292,1.921,41.254,105614.112,Rch_005
18143,1332184482.996,-3185951.292,1.921,41.254,105614.112,Rch_005
18144,1332184482.996,-3185951.292,1.921,41.253,105614.112,Rch_005
18145,1332184482.996,-3185951.292,1.928,41.253,105614.112,Rch_005
18146,1331749355.039,-3185951.292,1.928,41.253,105614.112,Rch_005
18147,1331749355.039,-3179596.395,1.928,41.253,105614.112,Rch_005
18148,1331749355.039,-3179596.395,1.928,41.254,105614.112,Rch_005
18149,1331749355.039,-3179596.395,1.948,41.254,105614.112,Rch_005
18150,1331749355.039,-3179596.395,1.948,41.252,105614.112,Rch_005
18151,1335080753.777,-3179596.395,1.948,41.252,105614.112,Rch_005
18152,1335080753.777,-3179596.395,1.948,41.252,103534.458,Rch_005
18153,1335080753.777,-3179596.395,1.948,41.248,103534.458,Rch_005
18154,1335080753.777,-3179596.395,1.948,41.248,100698.236,Rch_005
18155,1335080753.777,-3179596.395,1.948,41.252,100698.236,Rch_005
18156,1335080753.777,-3179596.395,1.948,41.252,100698.236,Rch_005
18157,1336005086.327,-3179596.395,1.948,41.252,100698.236,Rch_005
18158,1336005086.327,-3179596.395,1.948,41.255,100698.236,Rch_005
18159,1336005086.327,-3179596.395,1.948,41.252,100698.236,Rch_005
18160,1336005086.327,-3179596.395,1.948,41.255,100698.236,Rch_005
18161,1336005086.327,-3179596.395,1.948,41.250,100698.236,Rch_005
18162,1336005086.327,-3179596.395,1.948,41.251,100698.236,Rch_005
18163,1331877395.361,-3179596.395,1.948,41.251,100698.236,Rch_005
18164,1331877395.361,-3170369.650,1.948,41.251,100698.236,Rch_005
18165,1331877395.361,-3170369.650,1.948,41.256,100698.236,Rch_005
18166,1331877395.361,-3170369.650,1.948,41.255,100698.236,Rch_005
18167,1331877395.361,-3170369.650,1.948,41.259,100698.236,Rch_005
18168,1331877395.361,-3170369.650,1.919,41.259,100698.236,Rch_005
18169,1331877395.361,-3170369.650,1.947,41.259,100698.236,Rch_005
18170,1331877395.361,-3170369.650,1.947,41.256,100698.236,Rch_005
18171,1331877395.361,-3170369.650,1.947,41.258,100698.236,Rch_005
18172,1331877395.361,-3170369.650,1.947,41.262,100698.236,Rch_005
18173,1331877395.361,-3170369.650,1.947,41.262,100481.908,Rch_005
18174,1331877395.361,-3170369.650,1.947,41.262,100481.908,Rch_005
18175,1331877395.361,-3170369.650,1.935,41.262,100481.908,Rch_005
18176,1331877395.361,-3170369.650,1.935,41.260,100481.908,Rch_005
18177,1331877395.361,-3170369.650,1.935,41.260,109379.535,Rch_005
18178,1332479060.940,-3170369.650,1.935,41.260,109379.535,Rch_005
18179,1332479060.940,-3170369.650,1.933,41.260,109379.535,Rch_005
18180,1331115054.747,-3170369.650,1.933,41.260,109379.535,Rch_005
18181,1331115054.747,-3170369.650,1.947,41.260,109379.535,Rch_005
18182,1331115054.747,-3170369.650,1.947,41.259,109379.535,Rch_005
18183,1331115054.747,-3170369.650,1.947,41.260,109379.535,Rch_005
18184,1331115054.747,-3170369.650,1.922,41.260,109379.535,Rch_005
18185,1331115054.747,-3170369.650,1.922,41.260,109379.535,Rch_005
18186,1331115054.747,-3170369.650,1.922,41.258,109379.535,Rch_005
18187,1331115054.747,-3170369.650,1.939,41.258,109379.535,Rch_005
18188,1331115054.747,-3170369.650,1.939,41.254,109379.535,Rch_005
18189,1331115054.747,-3170369.650,1.939,41.257,109379.535,Rch_005
18190,1331115054.747,-3170369.650,1.933,41.257,109379.535,Rch_005
18191,1331115054.747,-3170369.650,1.933,41.260,109379.535,Rch_005
18192,1331115054.747,-3170369.650,1.928,41.260,109379.535,Rch_005
18193,1331115054.747,-3170369.650,1.928,41.263,109379.535,Rch_005
18194,1331115054.747,-3170369.650,1.928,41.258,109379.535,Rch_005
18195,1331115054.747,-3170369.650,1.928,41.259,109379.535,Rch_005
18196,1331115054.747,-3170369.650,1.928,41.263,109379.535,Rch_005
18197,1331115054.747,-3170369.650,1.928,41.268,109379.535,Rch_005
18198,1331115054.747,-3170369.650,1.928,41.268,110239.978,Rch_005
18199,1331115054.747,-3170369.650,1.943,41.268,110239.978,Rch_005
18200,1331115054.747,-3166917.067,1.943,41.268,110239.978,Rch_005
18201,1331115054.747,-3166917.067,1.943,41.272,110239.978,Rch_005
18202,1331115054.747,-3166917.067,1.943,41.272,110239.978,Rch_005
18203,1331115054.747,-3166917.067,1.943,41.273,110239.978,Rch_005
18204,1331115054.747,-3166917.067,1.943,41.271,110239.978,Rch_005
18205,1331115054.747,-3166917.067,1.943,41.271,102934.876,Rch_005
18206,1331115054.747,-3166917.067,1.943,41.271,111873.974,Rch_005
18207,1331115054.747,-3166917.067,1.917,41.271,111873.974,Rch_005
18208,1331115054.747,-3166917.067,1.917,41.266,111873.974,Rch_005
18209,1331115054.747,-3166917.067,1.917,41.266,112105.593,Rch_005
18210,1331115054.747,-3166917.067,1.917,41.263,112105.593,Rch_005
18211,1331115054.747,-3184557.409,1.917,41.263,112105.593,Rch_005
18212,1331115054.747,-3184557.409,1.917,41.266,112105.593,Rch_005
18213,1331115054.747,-3184557.409,1.917,41.263,112105.593,Rch_005
18214,1331115054.747,-3184557.409,1.917,41.263,112105.593,Rch_005
18215,1331115054.747,-3184557.409,1.938,41.263,112105.593,Rch_005
18216,1331115054.747,-3184557.409,1.938,41.263,112105.593,Rch_005
18217,1331115054.747,-3184557.409,1.929,41.263,112105.593,Rch_005
18218,1331115054.747,-3184557.409,1.929,41.263,110227.140,Rch_005
18219,1331115054.747,-3184557.409,1.929,41.263,110227.140,Rch_005
18220,1331115054.747,-3184557.409,1.929,41.259,110227.140,Rch_005
18221,1331115054.747,-3184557.409,1.929,41.259,98869.192,Rch_005
18222,1331115054.747,-3167387.949,1.929,41.259,98869.192,Rch_005
18223,1331115054.747,-3167387.949,1.929,41.263,98869.192,Rch_005
18224,1327618370.314,-3167387.949,1.929,41.263,98869.192,Rch_005
18225,1327618370.314,-3167387.949,1.929,41.259,98869.192,Rch_005
18226,1327618370.314,-3167387.949,1.929,41.260,98869.192,Rch_005
18227,1327618370.314,-3167387.949,1.929,41.257,98869.192,Rch_005
18228,1327618370.314,-3167387.949,1.929,41.254,98869.192,Rch_005
18229,1327618370.314,-3167387.949,1.929,41.249,98869.192,Rch_005
18230,1327618370.314,-3167387.949,1.929,41.246,98869.192,Rch_005
18231,1330478646.355,-3167387.949,1.929,41.246,98869.192,Rch_005
18232,1330478646.355,-3170571.441,1.929,41.246,98869.192,Rch_005
18233,1330478646.355,-3170571.441,1.929,41.248,98869.192,Rch_005
18234,1330478646.355,-3170571.441,1.927,41.248,98869.192,Rch_005
18235,1330478646.355,-3170571.441,1.927,41.252,98869.192,Rch_005
18236,1330478646.355,-3170571.441,1.927,41.253,98869.192,Rch_005
18237,1330478646.355,-3175881.257,1.927,41.253,98869.192,Rch_005
18238,1332856760.542,-3175881.257,1.927,41.253,98869.192,Rch_005
18239,1332856760.542,-3175881.257,1.927,41.253,98869.192,Rch_005
18240,1332856760.542,-3177409.582,1.927,41.253,98869.192,Rch_005
18241,1332856760.542,-3177409.582,1.927,41.254,98869.192,Rch_005
18242,1332856760.542,-3177409.582,1.927,41.257,98869.192,Rch_005
18243,1331377999.757,-3177409.582,1.927,41.257,98869.192,Rch_005
18244,1331377999.757,-3177409.582,1.927,41.257,109244.412,Rch_005
18245,1331377999.757,-3177409.582,1.929,41.257,109244.412,Rch_005
18246,1331377999.757,-3177409.582,1.929,41.253,109244.412,Rch_005
18247,1331377999.757,-3177409.582,1.931,41.253,109244.412,Rch_005
18248,1331377999.757,-3177409.582,1.931,41.253,102156.037,Rch_005
18249,1331377999.757,-3184618.335,1.931,41.253,102156.037,Rch_005
18250,1331377999.757,-3184618.335,1.935,41.253,102156.037,Rch_005
18251,1331377999.757,-3184618.335,1.935,41.254,102156.037,Rch_005
18252,1331377999.757,-3201309.559,1.935,41.254,102156.037,Rch_005
18253,1331377999.757,-3201309.559,1.935,41.252,102156.037,Rch_005
18254,1331377999.757,-3201309.559,1.935,41.252,104160.021,Rch_005
18255,1331377999.757,-3201309.559,1.935,41.251,104160.021,Rch_005
18256,1331377999.757,-3201309.559,1.919,41.251,104160.021,Rch_005
18257,1331377999.757,-3201309.559,1.919,41.250,104160.021,Rch_005
18258,1331377999.757,-3201309.559,1.919,41.246,104160.021,Rch_005
18259,1331377999.757,-3163966.591,1.919,41.246,104160.021,Rch_005
18260,1328007840.181,-3163966.591,1.919,41.246,104160.021,Rch_005
18261,1328007840.181,-3163966.591,1.919,41.245,104160.021,Rch_005
18262,1328007840.181,-3163966.591,1.919,41.250,104160.021,Rch_005
18263,1328007840.181,-3163966.591,1.919,41.253,104160.021,Rch_005
18264,1328007840.181,-3163966.591,1.919,41.246,104160.021,Rch_005
18265,1328007840.181,-3163966.591,1.919,41.250,104160.021,Rch_005
18266,1328007840.181,-3163966.591,1.919,41.250,107412.495,Rch_005
18267,1328007840.181,-3163966.591,1.919,41.246,107412.495,Rch_005
18268,1328007840.181,-3163966.591,1.919,41.246,108975.520,Rch_005
18269,1328007840.181,-3163966.591,1.943,41.246,108975.520,Rch_005
18270,1328007840.181,-3163966.591,1.943,41.247,108975.520,Rch_005
18271,1328007840.181,-3163966.591,1.943,41.245,108975.520,Rch_005
18272,1328007840.181,-3163966.591,1.943,41.249,108975.520,Rch_005
18273,1328007840.181,-3163966.591,1.918,41.249,108975.520,Rch_005
18274,1328007840.181,-3163966.591,1.918,41.247,108975.520,Rch_005
18275,1328007840.181,-3163966.591,1.918,41.249,108975.520,Rch_005
18276,1328007840.181,-3163966.591,1.918,41.249,109512.450,Rch_005
18277,1328007840.181,-3163966.591,1.918,41.252,109512.450,Rch_005
18278,1325853094.569,-3163966.591,1.918,41.252,109512.450,Rch_005
18279,1325853094.569,-3163966.591,1.916,41.252,109512.450,Rch_005
18280,1323886499.842,-3163966.591,1.916,41.252,109512.450,Rch_005
18281,1323886499.842,-3163966.591,1.916,41.252,115053.211,Rch_005
18282,1323886499.842,-3163966.591,1.928,41.252,115053.211,Rch_005
18283,1323886499.842,-3163966.591,1.928,41.251,115053.211,Rch_005
18284,1323886499.842,-3163966.591,1.928,41.251,116655.489,Rch_005
18285,1323886499.842,-3163966.591,1.930,41.251,116655.489,Rch_005
18286,1323886499.842,-3163966.591,1.923,41.251,116655.489,Rch_005
18287,1323886499.842,-3163966.591,1.923,41.251,108509.690,Rch_005
18288,1323886499.842,-3163966.591,1.939,41.251,108509.690,Rch_005
18289,1323886499.842,-3130140.356,1.939,41.251,108509.690,Rch_005
18290,1323886499.842,-3130140.356,1.939,41.247,108509.690,Rch_005
18291,1323886499.842,-3141432.138,1.939,41.247,108509.690,Rch_005
18292,1323886499.842,-3141432.138,1.939,41.243,108509.690,Rch_005
18293,1323886499.842,-3141432.138,1.939,41.242,108509.690,Rch_005
18294,1323886499.842,-3141432.138,1.943,41.242,108509.690,Rch_005
18295,1323886499.842,-3141432.138,1.943,41.244,108509.690,Rch_005
18296,1323886499.842,-3141432.138,1.954,41.244,108509.690,Rch_005
18297,1323886499.842,-3141432.138,1.954,41.242,108509.690,Rch_005
18298,1323886499.842,-3157008.899,1.954,41.242,108509.690,Rch_005
18299,1323886499.842,-3157008.899,1.955,41.242,108509.690,Rch_005
18300,1324771644.319,-3157008.899,1.955,41.242,108509.690,Rch_005
18301,1324771644.319,-3157008.899,1.940,41.242,108509.690,Rch_005
18302,1324771644.319,-3157008.899,1.932,41.242,108509.690,Rch_005
18303,1324771644.319,-3157008.899,1.932,41.242,108381.031,Rch_005
18304,1324771644.319,-3157008.899,1.932,41.245,108381.031,Rch_005
18305,1324771644.319,-3157008.899,1.932,41.245,108425.382,Rch_005
18306,1324771644.319,-3157008.899,1.932,41.242,108425.382,Rch_005
18307,1324771644.319,-3157008.899,1.932,41.242,99846.789,Rch_005
18308,1324771644.319,-3157008.899,1.932,41.238,99846.789,Rch_005
18309,1324771644.319,-3157008.899,1.932,41.237,99846.789,Rch_005
18310,1324771644.319,-3157008.899,1.932,41.239,99846.789,Rch_005
18311,1324771644.319,-3157008.899,1.932,41.237,99846.789,Rch_005
18312,1324771644.319,-3157008.899,1.932,41.240,99846.789,Rch_005
18313,1324771644.319,-3157008.899,1.919,41.240,99846.789,Rch_005
18314,1324771644.319,-3157008.899,1.919,41.242,99846.789,Rch_005
18315,1324771644.319,-3157008.899,1.919,41.246,99846.789,Rch_005
18316,1324771644.319,-3157008.899,1.919,41.246,99846.789,Rch_005
18317,1324771644.319,-3157008.899,1.919,41.246,106983.458,Rch_005
18318,1324771644.319,-3157008.899,1.919,41.245,106983.458,Rch_005
18319,1324771644.319,-3157008.899,1.919,41.242,106983.458,Rch_005
18320,1324771644.319,-3157008.899,1.919,41.242,106983.458,Rch_005
18321,1324771644.319,-3157008.899,1.919,41.242,102050.025,Rch_005
18322,1324771644.319,-3157008.899,1.935,41.242,102050.025,Rch_005
18323,1324771644.319,-3157008.899,1.935,41.243,102050.025,Rch_005
18324,1324771644.319,-3157008.899,1.935,41.247,102050.025,Rch_005
18325,1324771644.319,-3157008.899,1.935,41.247,105396.980,Rch_005
18326,1324771644.319,-3157008.899,1.937,41.247,105396.980,Rch_005
18327,1324771644.319,-3157008.899,1.938,41.247,105396.980,Rch_005
18328,1323883661.445,-3157008.899,1.938,41.247,105396.980,Rch_005
18329,1322097733.142,-3157008.899,1.938,41.247,105396.980,Rch_005
18330,1330230867.969,-3157008.899,1.938,41.247,105396.980,Rch_005
18331,1330230867.969,-3186678.843,1.938,41.247,105396.980,Rch_005
18332,1330230867.969,-3186678.843,1.938,41.243,105396.980,Rch_005
18333,1330230867.969,-3186678.843,1.928,41.243,105396.980,Rch_005
18334,1330230867.969,-3186678.843,1.928,41.241,105396.980,Rch_005
18335,1330230867.969,-3186678.843,1.928,41.241,104522.531,Rch_005
18336,1330230867.969,-3186678.843,1.928,41.244,104522.531,Rch_005
18337,1330230867.969,-3167869.076,1.928,41.244,104522.531,Rch_005
18338,1330230867.969,-3167869.076,1.928,41.240,104522.531,Rch_005
